5082,"BrCCOC=[C:6]([C:9]([O:11][CH3:12])=[O:10])[CH2:7][CH3:8]>BrBr.O=[N+]([O-])[O-].[Ag+].CO.C.[Pd]>BrCCOC[CH:6]([C:9]([O:11][CH3:12])=[O:10])[CH2:7][CH3:8]"
5119,"[CH3:1][C:2]([O:5][C:6]([N:8]1[CH2:13][CH2:12][NH:11][CH2:10][CH2:9]1)=[O:7])([CH3:4])[CH3:3].Cl[c:15]1[cH:32][cH:31][cH:30][c:29]2[c:16]1[n:17][cH:18][c:19]([cH:28]2)[CH2:20][c:21]1[cH:27][c:25]([Cl:26])[cH:24][cH:23][cH:22]1>C1COCCO1.CC([O-])(C)C.CN(c1c(-c2c(P(C3CCCCC3)C3CCCCC3)cccc2)cccc1)C.ClCCl.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.[Na+].[Pd].[Pd]>[CH3:4][C:2]([O:5][C:6]([N:8]1[CH2:13][CH2:12][N:11]([c:15]2[cH:32][cH:31][cH:30][c:29]3[c:16]2[n:17][cH:18][c:19]([cH:28]3)[CH2:20][c:21]2[cH:27][c:25]([Cl:26])[cH:24][cH:23][cH:22]2)[CH2:10][CH2:9]1)=[O:7])([CH3:1])[CH3:3]"
5175,"O=C=[N:3][c:4]1[c:10]([Cl:11])[cH:9][c:7]([Cl:8])[cH:6][cH:5]1.[CH3:12][O:13][C:14]([CH:16]([C:27]([O:29][CH3:30])=[O:28])[CH2:17][c:18]1[cH:26][c:22]([CH2:23][CH2:24][OH:25])[cH:21][cH:20][cH:19]1)=[O:15]>>O=C([NH:3][c:4]1[c:10]([Cl:11])[cH:9][c:7]([Cl:8])[cH:6][cH:5]1)[O:25][CH2:24][CH2:23][c:22]1[cH:26][c:18]([CH2:17][CH:16]([C:14]([O:13][CH3:12])=[O:15])[C:27](=[O:28])[O:29][CH3:30])[cH:19][cH:20][cH:21]1"
5196,"O=C(CC/C=[CH:7]/[c:8]1[cH:14][c:12]([Br:13])[cH:11][cH:10][cH:9]1)O>CCO>O=C(O)CCC[CH2:7][c:8]1[cH:14][c:12]([Br:13])[cH:11][cH:10][cH:9]1"
5203,"O=C=[N:3][CH2:4][CH3:5].[CH3:6][C:7]([O:10][C:11]([N:13]1[CH2:26][CH:17]([CH2:18][NH:19][c:20]2[cH:25][cH:24][cH:23][cH:22][cH:21]2)[CH2:16][CH2:15][CH2:14]1)=[O:12])([CH3:9])[CH3:8]>ClCCl>O=C([NH:3][CH2:4][CH3:5])[N:19]([c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[CH2:18][CH:17]1[CH2:26][N:13]([C:11](=[O:12])[O:10][C:7]([CH3:6])([CH3:8])[CH3:9])[CH2:14][CH2:15][CH2:16]1"
5216,"O=C=[N:3][c:4]1[c:9]([Cl:10])[cH:8][cH:7][cH:6][cH:5]1.[CH3:11][CH2:12][n:13]1[n:30][c:23](-[c:24]2[cH:29][cH:28][n:27][cH:26][cH:25]2)[c:15](-[c:16]2[cH:22][c:20]([NH2:21])[cH:19][cH:18][cH:17]2)[cH:14]1>ClCCl>O=C([NH:3][c:4]1[c:9]([Cl:10])[cH:8][cH:7][cH:6][cH:5]1)[NH:21][c:20]1[cH:22][c:16](-[c:15]2[c:23](-[c:24]3[cH:29][cH:28][n:27][cH:26][cH:25]3)[n:30][n:13]([CH2:12][CH3:11])[cH:14]2)[cH:17][cH:18][cH:19]1"
5242,"S=C=[N:3][c:4]1[cH:13][n:12][cH:11][cH:10][c:5]1[O:6][CH:7]([CH3:9])[CH3:8].[CH3:14][n:15]1[c:24]2[c:18]([c:19]([cH:21][cH:22][cH:23]2)[NH2:20])[n:17][cH:16]1>>S=C([NH:20][c:19]1[cH:21][cH:22][cH:23][c:24]2[c:18]1[n:17][cH:16][n:15]2[CH3:14])[NH:3][c:4]1[cH:13][n:12][cH:11][cH:10][c:5]1[O:6][CH:7]([CH3:8])[CH3:9]"
5325,"[CH3:1][CH:2]([O:4][C:5]([C@H:7]([c:13]1[c:21]([N:22]2[CH2:31][CH2:30][CH:25]([C:26]([F:29])([F:28])[F:27])[CH2:24][CH2:23]2)[c:19](Br)[c:17]([CH3:18])[n:16][c:14]1[CH3:15])[O:8][C:9]([CH3:12])([CH3:11])[CH3:10])=[O:6])[CH3:3].CN1CC(=O)OB([c:39]2[cH:54][cH:53][c:42]([O:43][CH2:44][CH2:45][c:46]3[cH:52][cH:51][c:49]([F:50])[cH:48][cH:47]3)[cH:41][cH:40]2)OC(=O)C1>CCOC(=O)C.COc1c(-c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(OC)ccc1.O=P([O-])([O-])[O-].O=C(C)[O-].O=C([O-])C.C1OCCOC1.[K+].[K+].[K+].O.[Pd+2]>[CH3:10][C:9]([O:8][C@@H:7]([c:13]1[c:21]([N:22]2[CH2:31][CH2:30][CH:25]([C:26]([F:29])([F:28])[F:27])[CH2:24][CH2:23]2)[c:19](-[c:39]2[cH:54][cH:53][c:42]([O:43][CH2:44][CH2:45][c:46]3[cH:47][cH:48][c:49]([F:50])[cH:51][cH:52]3)[cH:41][cH:40]2)[c:17]([CH3:18])[n:16][c:14]1[CH3:15])[C:5](=[O:6])[O:4][CH:2]([CH3:3])[CH3:1])([CH3:12])[CH3:11]"
5349,"O=C=[N:3][c:4]1[cH:10][cH:9][c:7]([Cl:8])[cH:6][cH:5]1.[OH:11][CH:12]1[CH:23]([c:24]2[cH:29][cH:28][cH:27][cH:26][cH:25]2)[N:22]=[C:15]([c:16]2[cH:21][cH:20][cH:19][cH:18][cH:17]2)[O:14][CH2:13]1>ClCCCl>O=C([O:11][CH:12]1[CH:23]([c:24]2[cH:25][cH:26][cH:27][cH:28][cH:29]2)[N:22]=[C:15]([c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[O:14][CH2:13]1)[NH:3][c:4]1[cH:5][cH:6][c:7]([Cl:8])[cH:9][cH:10]1"
5374,"O=C=[N:3][c:4]1[cH:10][cH:9][c:7]([Cl:8])[cH:6][cH:5]1.[NH2:11][c:12]1[cH:28][c:26]([F:27])[c:15]([N:16]2[CH2:25][c:24]3[c:19]([cH:20][cH:21][cH:22][cH:23]3)[CH2:18][CH2:17]2)[cH:14][cH:13]1>ClCCl>O=C([NH:3][c:4]1[cH:5][cH:6][c:7]([Cl:8])[cH:9][cH:10]1)[NH:11][c:12]1[cH:28][c:26]([F:27])[c:15]([N:16]2[CH2:25][c:24]3[c:19]([cH:20][cH:21][cH:22][cH:23]3)[CH2:18][CH2:17]2)[cH:14][cH:13]1"
5377,"Cl[c:2]1[n:16][cH:15][cH:14][c:4]([O:5][c:6]2[cH:13][c:10]([O:11][CH3:12])[cH:9][cH:8][cH:7]2)[cH:3]1.[CH3:17][c:18]1[n:23][c:21]([NH2:22])[s:20][cH:19]1>CC1(c2c(c(ccc2)P(c2ccccc2)c2ccccc2)Oc2c1cccc2P(c1ccccc1)c1ccccc1)C.Cc1ccccc1.O.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=P([O-])([O-])[O-].[K+].[K+].[K+].[Pd].[Pd]>[n:16]1[cH:15][cH:14][c:4]([O:5][c:6]2[cH:7][cH:8][cH:9][c:10]([O:11][CH3:12])[cH:13]2)[cH:3][c:2]1[NH:22][c:21]1[n:23][c:18]([CH3:17])[cH:19][s:20]1"
5395,"O=C=[N:3][CH2:4][CH2:5][CH3:6].[CH:7]#[C:8][CH2:9][N:10]1[c:22]2[c:15]([cH:16][c:17]([c:19]([cH:21]2)[NH2:20])[F:18])[O:14][CH2:13][C:11]1=[O:12]>C1OCCOC1>O=C([NH:3][CH2:4][CH2:5][CH3:6])[NH:20][c:19]1[cH:21][c:22]2[N:10]([C:11]([CH2:13][O:14][c:15]2[cH:16][c:17]1[F:18])=[O:12])[CH2:9][C:8]#[CH:7]"
5463,"Cl[CH2:2][c:3]1[n:8][cH:7][cH:6][cH:5][cH:4]1.[O-][S:10]([c:12]1[cH:17][cH:16][cH:15][cH:14][cH:13]1)=[O:11]>C1CN2C(CCCCC2)=NC1.CC#N.CCC[N+](CCC)(CCC)CCC.Cl.[Br-].[Na+]>[O:11]=[S:10]([c:12]1[cH:17][cH:16][cH:15][cH:14][cH:13]1)(=O)[CH2:2][c:3]1[n:8][cH:7][cH:6][cH:5][cH:4]1"
5535,"O=C=[N:3][c:4]1[c:10]([Cl:11])[cH:9][cH:8][cH:7][c:5]1[Cl:6].[CH3:12][O:13][c:14]1[cH:33][cH:32][c:17]([CH2:18][NH:19][CH2:20][c:21]2[c:30]([Br:31])[cH:29][c:25]([N+:26]([O-:28])=[O:27])[cH:24][c:22]2[Br:23])[cH:16][cH:15]1>ClCCl>O=C([NH:3][c:4]1[c:5]([Cl:6])[cH:7][cH:8][cH:9][c:10]1[Cl:11])[N:19]([CH2:20][c:21]1[c:22]([Br:23])[cH:24][c:25]([N+:26]([O-:28])=[O:27])[cH:29][c:30]1[Br:31])[CH2:18][c:17]1[cH:16][cH:15][c:14]([O:13][CH3:12])[cH:33][cH:32]1"
5622,"Cl[c:2]1[n:17][c:16]2[cH:18][cH:19][s:20][c:15]2[c:4]([N:5]2[CH2:14][CH2:13][CH:8]([S:9](=[O:12])(=[O:11])[CH3:10])[CH2:7][CH2:6]2)[cH:3]1.[F:21][C:22]([O:25][c:26]1[cH:40][cH:39][c:29]([CH2:30][C:31](=[O:38])[N:32]2[CH2:37][C@@H:35]([NH2:36])[CH2:34][CH2:33]2)[cH:28][cH:27]1)([F:24])[F:23]>C1COCCO1.CCOC(=O)C.Cl.NN1CCCC1.O.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.[Na+].[O-]C(C)(C)C.[Pd].[Pd]>[F:21][C:22]([O:25][c:26]1[cH:27][cH:28][c:29]([CH2:30][C:31](=[O:38])[N:32]2[CH2:37][C@@H:35]([NH:36][c:2]3[n:17][c:16]4[cH:18][cH:19][s:20][c:15]4[c:4]([N:5]4[CH2:14][CH2:13][CH:8]([S:9](=[O:12])(=[O:11])[CH3:10])[CH2:7][CH2:6]4)[cH:3]3)[CH2:34][CH2:33]2)[cH:39][cH:40]1)([F:24])[F:23]"
5634,"O=C=[N:3][c:4]1[c:10]([F:11])[cH:9][cH:8][cH:7][c:5]1[F:6].[NH2:12][c:13]1[n:31][cH:30][n:29][c:15]([NH:16][c:17]2[cH:28][cH:27][c:20]([N:21]3[CH2:26][CH2:25][O:24][CH2:23][CH2:22]3)[cH:19][cH:18]2)[cH:14]1>>O=C([NH:3][c:4]1[c:5]([F:6])[cH:7][cH:8][cH:9][c:10]1[F:11])[NH:12][c:13]1[n:31][cH:30][n:29][c:15]([NH:16][c:17]2[cH:18][cH:19][c:20]([N:21]3[CH2:26][CH2:25][O:24][CH2:23][CH2:22]3)[cH:27][cH:28]2)[cH:14]1"
5635,"[CH2:1]1[CH:5]2[CH2:6][C:7]([CH2:9][CH:3]([CH2:4]2)[CH2:2]1)=O.[O:10]=[C:11]1[NH:25][c:20]2[cH:21][cH:22][cH:23][cH:24][c:19]2[C:13]2([CH2:18][CH2:17][NH:16][CH2:15][CH2:14]2)[O:12]1>CO.COCCOC.CS(=O)C.CC(C)[O-].CC(C)[O-].ClCCl.[BH4-].CC([O-])C.[Na+].[Na+].[O-]C(C)C.[OH-].[Ti+4]>[NH:25]1[C:11](=[O:10])[O:12][C:13]2([CH2:18][CH2:17][N:16]([CH:7]3[CH2:6][CH:5]4[CH2:4][CH:3]([CH2:2][CH2:1]4)[CH2:9]3)[CH2:15][CH2:14]2)[c:19]2[cH:24][cH:23][cH:22][cH:21][c:20]12"
5637,"S=C=[N:3][C:4]([CH2:6][c:7]1[cH:13][cH:12][c:10]([F:11])[cH:9][cH:8]1)=[O:5].[CH3:14][N:15]1[CH2:42][CH:17]([N:18]2[CH2:41][CH2:40][N:21]([C:22]([NH:24][c:25]3[n:39][cH:38][n:37][c:27]([O:28][c:29]4[c:35]([F:36])[cH:34][c:32]([NH2:33])[cH:31][cH:30]4)[cH:26]3)=[O:23])[CH2:20][CH2:19]2)[CH2:16]1>CC1([C@@]2(C(CC1CC2)=O)CS(O)(=O)=O)C.CCO.Cc1ccccc1>S=C([NH:3][C:4]([CH2:6][c:7]1[cH:8][cH:9][c:10]([F:11])[cH:12][cH:13]1)=[O:5])[NH:33][c:32]1[cH:34][c:35]([F:36])[c:29]([O:28][c:27]2[n:37][cH:38][n:39][c:25]([NH:24][C:22](=[O:23])[N:21]3[CH2:20][CH2:19][N:18]([CH:17]4[CH2:42][N:15]([CH3:14])[CH2:16]4)[CH2:41][CH2:40]3)[cH:26]2)[cH:30][cH:31]1"
5727,"COC(C[C@@H](C[C@@H](C=[CH:12][c:13]1[n:41]([CH:42]([CH3:44])[CH3:43])[c:29]([C:30]([NH:32][CH2:33][c:34]2[cH:40][cH:39][c:37]([F:38])[cH:36][cH:35]2)=[O:31])[c:22](-c2ccccc2)[c:14]1-c1ccc(F)cc1)O)O)=O>CCO.[Pd]>COC(C[C@@H](C[C@@H](C[CH2:12][c:13]1[n:41]([CH:42]([CH3:43])[CH3:44])[c:29]([C:30]([NH:32][CH2:33][c:34]2[cH:35][cH:36][c:37]([F:38])[cH:39][cH:40]2)=[O:31])[c:22](-c2ccccc2)[c:14]1-c1ccc(F)cc1)O)O)=O"
5738,"COC(C/C=[CH:7]/[c:8]1[c:25]2[c:12]([n:13][c:14]([cH:23][cH:24]2)[NH:15][CH2:16][c:17]2[o:22][c:20]([CH3:21])[cH:19][cH:18]2)[cH:11][cH:10][cH:9]1)=O>CCO.[H][H].[Pd]>COC(CC[CH2:7][c:8]1[c:25]2[c:12]([n:13][c:14]([cH:23][cH:24]2)[NH:15][CH2:16][c:17]2[o:22][c:20]([CH3:21])[cH:19][cH:18]2)[cH:11][cH:10][cH:9]1)=O"
5762,"CC1(C(C)(C)OB([c:6]2[cH:25][c:24]3[c:9]([c:10]([c:12]([o:23]3)[C:13]([c:15]3[c:21]([Cl:22])[cH:20][c:18]([Cl:19])[cH:17][cH:16]3)=[O:14])[NH2:11])[cH:8][cH:7]2)O1)C.[CH3:30][c:31]1[c:36](Br)[cH:35][cH:34][cH:33][n:32]1>Cc1ccccc1.ClCCl.Cl[Pd]Cl.O=C([O-])[O-].OCC.[Fe+2].[Na+].[Na+].c1ccc(P([c-]2cccc2)c2ccccc2)cc1.c1ccc(P([c-]2cccc2)c2ccccc2)cc1>[CH3:30][c:31]1[n:32][cH:33][cH:34][cH:35][c:36]1-[c:6]1[cH:25][c:24]2[c:9]([c:10]([c:12]([o:23]2)[C:13]([c:15]2[c:21]([Cl:22])[cH:20][c:18]([Cl:19])[cH:17][cH:16]2)=[O:14])[NH2:11])[cH:8][cH:7]1"
5777,"[CH3:1][C:2]([O:5][C:6](=[O:23])[NH:7][C:8]1[S:22][C@H:20]([CH3:21])[CH2:19][C@:10]([c:12]2[cH:18][c:16](Br)[cH:15][cH:14][cH:13]2)([CH3:11])[N:9]=1)([CH3:4])[CH3:3].OB([c:27]1[cH:32][n:31][cH:30][n:29][cH:28]1)O>COCCOC.Cl[Pd]Cl.O.O=C([O-])[O-].CCO.[Cs+].[Cs+].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1>[CH3:1][C:2]([O:5][C:6](=[O:23])[NH:7][C:8]1[S:22][C@H:20]([CH3:21])[CH2:19][C@:10]([c:12]2[cH:18][c:16](-[c:27]3[cH:32][n:31][cH:30][n:29][cH:28]3)[cH:15][cH:14][cH:13]2)([CH3:11])[N:9]=1)([CH3:4])[CH3:3]"
5809,"NC(/C=[CH:5]/[c:6]1[cH:25][cH:24][c:13]([O:14][c:15]2[cH:20][c:19]3[S:21][CH2:22][CH2:23][c:18]3[cH:17][cH:16]2)[c:8]([CH2:9][N:10]([CH3:12])[CH3:11])[cH:7]1)=O>C1OCCC1.O>NC(=O)C[CH2:5][c:6]1[cH:25][cH:24][c:13]([O:14][c:15]2[cH:20][c:19]3[S:21][CH2:22][CH2:23][c:18]3[cH:17][cH:16]2)[c:8]([CH2:9][N:10]([CH3:12])[CH3:11])[cH:7]1"
5812,"S=C=[N:3][C:4]1([CH2:15][CH2:14][CH2:13][CH2:12][CH2:11]1)[N:5]=[N:6][C:7]([CH3:10])([CH3:9])[CH3:8].[NH2:16][NH:17][C:18](=[O:20])[NH2:19]>CO.Cl.[Na+].[OH-]>S=C([NH:16][NH:17][C:18](=[O:20])[NH2:19])[NH:3][C:4]1([CH2:11][CH2:12][CH2:13][CH2:14][CH2:15]1)[N:5]=[N:6][C:7]([CH3:8])([CH3:9])[CH3:10]"
5825,"O=[C:2]([c:9]1[cH:18][c:15]([C:16]#[N:17])[c:13]([NH2:14])[c:11]([F:12])[cH:10]1)[CH2:3][NH:4][C:5]([CH3:8])([CH3:7])[CH3:6]>Cl>O[CH:2]([c:9]1[cH:18][c:15]([C:16]#[N:17])[c:13]([NH2:14])[c:11]([F:12])[cH:10]1)[CH2:3][NH:4][C:5]([CH3:8])([CH3:7])[CH3:6]"
5830,"O=C=[N:3][C:4]([F:7])([F:6])[F:5].[CH3:8][NH2:9]>>O=[C:8]([NH:3][C:4]([F:5])([F:6])[F:7])[NH:9]C"
5832,"N#[C:2][c:3]1[c:12]([OH:13])[cH:11][n:10][c:5]([C:6]([CH3:9])([CH3:8])[CH3:7])[cH:4]1>CO.Cl.[Pd]>N[CH2:2][c:3]1[c:12]([OH:13])[cH:11][n:10][c:5]([C:6]([CH3:9])([CH3:8])[CH3:7])[cH:4]1.Cl.Cl"
5920,"[CH3:1][O:2][c:3]1[c:9]([F:10])[c:7]([CH3:8])[cH:6][cH:5][cH:4]1.Cl[C:12]([c:14]1[cH:20][cH:19][c:17]([Br:18])[cH:16][cH:15]1)=[O:13]>CCCCCC.CI.CN(CCN(CCN(C)C)C)C.COc1c(F)cccc1.O=[N+](c1ccccc1)[O-].[Al+3].C1COCC1.[Cl-].[Cl-].[Cl-].[Li]CCCC>[CH3:8][c:7]1[c:6]([C:12]([c:14]2[cH:20][cH:19][c:17]([Br:18])[cH:16][cH:15]2)=[O:13])[cH:5][cH:4][c:3]([O:2][CH3:1])[c:9]1[F:10]"
5940,"O=C=[N:3][c:4]1[c:13]([F:14])[cH:12][cH:11][c:6]([C:7]([F:10])([F:9])[F:8])[cH:5]1.[CH3:15][C:16]1([C:30]([CH3:32])([CH3:31])[O:29][B:19]([c:20]2[cH:28][c:26]([F:27])[c:24]([NH2:25])[c:22]([F:23])[cH:21]2)[O:18]1)[CH3:17]>C1COCC1>O=C([NH:3][c:4]1[c:13]([F:14])[cH:12][cH:11][c:6]([C:7]([F:8])([F:9])[F:10])[cH:5]1)[NH:25][c:24]1[c:26]([F:27])[cH:28][c:20]([B:19]2[O:29][C:30]([CH3:32])([CH3:31])[C:16]([CH3:15])([CH3:17])[O:18]2)[cH:21][c:22]1[F:23]"
5945,"[CH3:1][C@@H:2]([C:11](O)=[O:12])[NH:3][C:4]([O:6][C:7]([CH3:10])([CH3:9])[CH3:8])=[O:5]>C1COCC1.CCOCC.CCN(CC)CC.CNOC.CON(C([C@@H](NC(OC(C)(C)C)=O)C)=O)C.Cl.Cl.ClCCl.O=C(CC(C(O)=O)(CC(O)=O)O)O.O=C([n]1cncc1)[n]1cncc1.[Al+3].[H-].[H-].[H-].[H-].[Li+]>[CH3:9][C:7]([O:6][C:4]([NH:3][C@H:2]([CH:11]=[O:12])[CH3:1])=[O:5])([CH3:8])[CH3:10]"
5954,"[CH3:1][n:2]1[n:28][c:27]2[c:4]([cH:5][cH:6][c:7]([cH:26]2)[NH:8][C:9]([c:11]2[c:16]([NH:17][CH2:18][c:19]3[cH:25][c:23](Br)[n:22][cH:21][cH:20]3)[cH:15][cH:14][cH:13][cH:12]2)=[O:10])[cH:3]1.[NH2:29][C:30]([N:32]1[CH2:37][CH2:36][S:35][CH2:34][CH2:33]1)=[O:31]>C1OCCOC1.CC1(c2c(c(ccc2)P(c2ccccc2)c2ccccc2)Oc2c1cccc2P(c1ccccc1)c1ccccc1)C.CN(C=O)C.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C([O-])[O-].O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.[Cs+].[Cs+].[Pd].[Pd]>[O:10]=[C:9]([c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[NH:17][CH2:18][c:19]1[cH:25][c:23]([NH:29][C:30]([N:32]2[CH2:37][CH2:36][S:35][CH2:34][CH2:33]2)=[O:31])[n:22][cH:21][cH:20]1)[NH:8][c:7]1[cH:26][c:27]2[n:28][n:2]([cH:3][c:4]2[cH:5][cH:6]1)[CH3:1]"
5955,"FC(=[C:4]([C:6]([F:9])([F:8])[F:7])[F:5])F.[CH3:10][C:11]([NH:13][c:14]1[c:21]([Cl:22])[cH:20][c:18]([OH:19])[c:16]([Cl:17])[cH:15]1)=[O:12]>CN(C=O)C.[K+].[OH-]>FC([CH:4]([C:6]([F:7])([F:8])[F:9])[F:5])([O:19][c:18]1[cH:20][c:21]([Cl:22])[c:14]([NH:13][C:11](=[O:12])[CH3:10])[cH:15][c:16]1[Cl:17])F"
5977,"[CH3:1][Si:2]([CH2:5][CH2:6][O:7][CH2:8][n:9]1[c:26]2[c:20]([cH:21][cH:22][c:23]([cH:25]2)[NH2:24])[c:11]([CH:12]=[CH:13][c:14]2[cH:19][cH:18][cH:17][cH:16][cH:15]2)[n:10]1)([CH3:4])[CH3:3].I[c:28]1[cH:36][c:32]([N+:33]([O-:35])=[O:34])[cH:31][cH:30][cH:29]1>CCOC(C)=O.Cc1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C([O-])[O-].[Cs+].[Cs+].[Pd].[Pd].c1ccc(P(c2c(-c3c4c(cccc4)ccc3P(c3ccccc3)c3ccccc3)c3c(cccc3)cc2)c2ccccc2)cc1>[CH3:1][Si:2]([CH2:5][CH2:6][O:7][CH2:8][n:9]1[c:26]2[c:20]([cH:21][cH:22][c:23]([cH:25]2)[NH:24][c:28]2[cH:36][c:32]([N+:33]([O-:35])=[O:34])[cH:31][cH:30][cH:29]2)[c:11]([CH:12]=[CH:13][c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[n:10]1)([CH3:4])[CH3:3]"
6042,"O=C=[N:3][c:4]1[cH:10][c:8]([Cl:9])[cH:7][cH:6][cH:5]1.[CH3:11][N:12]([CH2:17][C@@H:18]1[C@@H:37]2[C@@H:31]([O:32][C:33]([O:36]2)([CH3:35])[CH3:34])[C@H:20]([n:21]2[c:30]3[c:24]([c:25]([n:27][cH:28][n:29]3)[NH2:26])[n:23][cH:22]2)[O:19]1)[CH2:13][CH2:14][CH2:15][NH2:16]>CO.ClCCl.N.O.O>C([NH:3][c:4]1[cH:10][c:8]([Cl:9])[cH:7][cH:6][cH:5]1)(=O)[NH:16][CH2:15][CH2:14][CH2:13][N:12]([CH2:17][C@@H:18]1[C@@H:37]2[C@@H:31]([O:32][C:33]([O:36]2)([CH3:34])[CH3:35])[C@H:20]([n:21]2[c:30]3[c:24]([c:25]([n:27][cH:28][n:29]3)[NH2:26])[n:23][cH:22]2)[O:19]1)[CH3:11]"
6061,"O=C=[N:3][S:4](=[O:19])(=[O:18])[c:5]1[cH:17][cH:16][cH:15][cH:14][c:6]1[O:7][S:8](=[O:13])(=[O:12])[N:9]([CH3:11])[CH3:10].[CH3:20][c:21]1[n:28][c:26]([NH2:27])[n:25][c:23]([CH3:24])[cH:22]1>ClCCl>O=C([NH:27][c:26]1[n:28][c:21]([CH3:20])[cH:22][c:23]([CH3:24])[n:25]1)[NH:3][S:4](=[O:18])(=[O:19])[c:5]1[cH:17][cH:16][cH:15][cH:14][c:6]1[O:7][S:8](=[O:12])(=[O:13])[N:9]([CH3:10])[CH3:11]"
6072,"O=C=[N:3][c:4]1[cH:13][c:12]2[c:7]([cH:8][cH:9][cH:10][cH:11]2)[cH:6][cH:5]1.[CH3:14][CH2:15][O:16][C:17]([c:19]1[c:32]([C:33]([F:36])([F:35])[F:34])[n:31][c:24]([N:25]2[CH2:30][CH2:29][NH:28][CH2:27][CH2:26]2)[c:21]([C:22]#[N:23])[cH:20]1)=[O:18]>>O=C([NH:3][c:4]1[cH:13][c:12]2[c:7]([cH:8][cH:9][cH:10][cH:11]2)[cH:6][cH:5]1)[N:28]1[CH2:27][CH2:26][N:25]([c:24]2[n:31][c:32]([C:33]([F:34])([F:36])[F:35])[c:19]([C:17](=[O:18])[O:16][CH2:15][CH3:14])[cH:20][c:21]2[C:22]#[N:23])[CH2:30][CH2:29]1"
6094,"C[Mg+].O=[CH:4][C:5]([NH:8][C:9]([c:11]1[c:17]([F:18])[cH:16][c:14]([F:15])[cH:13][cH:12]1)=[O:10])([CH3:7])[CH3:6]>C1COCC1.[Br-].[Cl-].[NH4+]>C[CH:4]([C:5]([NH:8][C:9]([c:11]1[c:17]([F:18])[cH:16][c:14]([F:15])[cH:13][cH:12]1)=[O:10])([CH3:7])[CH3:6])O"
6140,"C[Mg+].O=[C:4]([CH2:6][CH2:7][c:8]1[cH:14][cH:13][c:11]([F:12])[cH:10][cH:9]1)[CH3:5]>O=S(O)(O)=O.[I-]>[CH3:5][C:4]([CH2:6][CH2:7][c:8]1[cH:14][cH:13][c:11]([F:12])[cH:10][cH:9]1)(C)O"
6158,"[CH3:1][O:2][C:3]([c:5]1[cH:12][cH:11][c:8]([CH2:9]Br)[cH:7][cH:6]1)=[O:4].[CH3:13][O:14][c:15]1[c:23]2[C:24]([CH2:27][CH2:28][C:29]([CH3:31])([CH3:30])[c:22]2[cH:21][c:17]([C:18](=[O:20])Cl)[cH:16]1)([CH3:26])[CH3:25]>CC([O-])=O.COCCOC.Cl[Pd]Cl.O=C([O-])C.CC(O)=O.[Cu+2].[Cu].[Zn].[Zn].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1>[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:12][cH:11][c:8]([CH2:9][C:18](=[O:20])[c:17]2[cH:21][c:22]3[C:29]([CH2:28][CH2:27][C:24]([CH3:26])([CH3:25])[c:23]3[c:15]([O:14][CH3:13])[cH:16]2)([CH3:31])[CH3:30])[cH:7][cH:6]1"
6171,"CCOC(/C=[CH:7]/[c:8]1[c:15]([C:16]([O:18][CH3:19])=[O:17])[cH:14][n:13][c:10]([O:11][CH3:12])[cH:9]1)=O>CO.[Pd]>CCOC(C[CH2:7][c:8]1[c:15]([C:16]([O:18][CH3:19])=[O:17])[cH:14][n:13][c:10]([O:11][CH3:12])[cH:9]1)=O"
6204,"CN=[C:3]=[O:4].[NH2:5][c:6]1[n:13][cH:12][cH:11][c:8]([CH2:9][Cl:10])[cH:7]1>>CN[C:3]([NH:5][c:6]1[n:13][cH:12][cH:11][c:8]([CH2:9][Cl:10])[cH:7]1)=[O:4]"
